Sex;Age;Tenure;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL;VolumeCred;VolumeCred_CA;TransactionsCred;TransactionsCred_CA;VolumeDeb;VolumeDeb_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDebCashless_Card;TransactionsDeb_PaymentOrder;Sale_MF
M;52;181;1;1;0;0;0;0;224.4425;5495.86107142857;0;0;0;0;23.6846428571429;0.0207142857142857;4;2;111.141785714286;111.141785714286;0;0;107.213928571429;6;6;0;0;4;0
F;37;107;1;0;0;0;0;0;5070.65964285714;0;0;0;0;0;115.448928571429;115.448928571429;2;2;115.653571428571;115.653571428571;0;14.475;100.75;7;7;0;4;1;0
F;2;13;1;0;0;1;0;1;273.428571428571;0;0;215.49;0;1057.95714285714;1075.41464285714;826.052142857143;13;10;873.960357142857;826.052142857143;382.142857142857;0;35.7142857142857;24;15;3;0;1;1
F;35;95;1;0;0;0;0;0;79.3989285714286;0;0;0;0;0;250.002142857143;250.002142857143;2;2;303.357142857143;303.357142857143;32.1428571428572;142.642857142857;128.571428571429;11;11;1;8;2;0
M;21;150;1;0;0;0;0;0;0;0;0;0;0;0;406.251071428571;406.251071428571;4;4;487.107142857143;487.107142857143;482.142857142857;0;0;7;7;4;0;0;0
F;67;82;1;1;0;1;0;0;218.694642857143;27896.8867857143;0;526.488928571429;0;0;1197.48428571429;1190.44642857143;6;5;1147.9;1147.9;178.571428571429;151.953571428571;813.875;17;17;1;4;11;0
F;26;83;1;1;6;0;0;0;4933.74892857143;465.537142857143;1942.85714285714;0;0;0;334.567142857143;0.0075;3;1;429.678571428572;429.678571428572;428.571428571429;0;0;3;3;1;0;0;0
F;31;74;1;0;20;0;0;0;374.224285714286;0;0;0;0;0;1156.5575;1156.5575;6;6;0;0;0;0;0;0;0;0;0;0;1
M;17;85;1;1;1;1;0;0;2082.30892857143;0;0;0;0;0;1069.86571428571;1069.81107142857;6;5;4748.71428571429;4748.71428571429;0;0;462.785714285714;14;14;0;0;11;0
M;59;38;1;0;0;1;0;0;331.729642857143;0;0;0;0;0;654.338214285714;654.338214285714;3;3;323.131785714286;323.131785714286;64.2857142857143;0;256.6675;4;4;1;0;2;0
M;43;63;3;1;6;0;0;0;301.156071428572;347.417142857143;49993.3992857143;0;0;0;329.638928571429;328.897142857143;3;2;450.157142857143;450.157142857143;0;315.907142857143;129.714285714286;9;9;0;4;4;1
M;64;134;1;1;0;0;0;0;69.5110714285714;57901.6792857143;0;0;0;0;9000.19821428571;8470.18857142857;17;14;11324.3707142857;7752.94214285714;3535.71428571429;402.953571428572;3631.95285714286;37;35;6;5;20;0
M;23;53;1;0;0;0;0;0;188.994642857143;0;0;0;0;0;326.286785714286;326.286785714286;6;6;339.935714285714;339.935714285714;214.285714285714;104.757142857143;16.5;20;20;6;8;1;1
F;74;233;1;0;0;0;0;0;285.714285714286;0;0;0;0;0;3392.11821428571;3392.11821428571;4;4;4963.69428571429;4963.69428571429;1607.14285714286;1889.97642857143;1272.64285714286;48;48;5;26;13;0
F;55;31;3;0;0;0;0;0;3175.26464285714;0;0;0;0;0;357.143928571429;357.143928571429;2;2;404.005357142857;404.005357142857;0;0;0;7;7;0;0;0;0
M;69;55;1;1;8;1;0;1;5519.30892857143;0;9824.23678571429;0;0;3868.67964285714;208.446785714286;150.003571428571;4;2;287.003571428571;282.575;0;211.182142857143;0;7;5;0;3;0;0
F;71;1;1;0;2;0;0;0;314.609285714286;0;24739.0642857143;0;0;0;420.763571428571;420.763571428571;2;2;876.535714285714;876.535714285714;857.142857142857;0;17.8571428571429;6;6;2;0;1;0
M;45;104;1;0;0;0;0;0;267.543571428572;0;0;0;0;0;571.428928571429;571.428928571429;2;2;567.414285714286;567.414285714286;0;0;142.857142857143;4;4;0;0;1;0
M;57;203;1;0;0;0;0;0;1928.70571428571;0;0;0;0;0;1586.96857142857;1586.96857142857;3;3;1630.16285714286;1630.16285714286;285.714285714286;341.409285714286;596.964285714286;39;39;3;20;13;0
M;33;107;2;0;0;0;0;1;7881.31107142857;0;0;0;0;9055.58464285714;1380.64392857143;1296.89607142857;4;3;1395.89428571429;1384.60857142857;71.4285714285714;247.001428571429;868.75;37;35;2;12;19;0
M;26;76;1;0;0;1;0;0;3688.15678571429;0;0;0;0;0;901.992857142857;901.992857142857;2;2;1019.57142857143;1019.57142857143;785.714285714286;0;231.25;6;6;2;0;3;0
M;46;163;1;0;1;0;0;0;16436.3271428571;0;49030.4107142857;0;0;0;0.00714285714285714;0.00714285714285714;1;1;0;0;0;0;0;0;0;0;0;0;0
M;31;20;1;0;0;1;0;0;43.13;0;0;1459.45714285714;0;0;1322.73107142857;1322.71928571429;18;17;1270.2;1243.025;535.714285714286;75.9060714285714;624.428571428572;36;33;3;3;24;1
M;59;20;1;0;0;0;0;0;38.6557142857143;0;0;0;0;0;470.903928571429;470.903928571429;3;3;1014.76071428571;1014.76071428571;357.142857142857;490.117857142857;165.214285714286;9;9;1;3;4;0
M;45;52;1;0;0;0;0;0;16357.5767857143;0;0;0;0;0;215.179642857143;215.179642857143;3;3;0;0;0;0;0;0;0;0;0;0;0
F;36;196;1;0;0;0;0;0;13.0425;0;0;0;0;0;565.786785714286;565.786785714286;2;2;3.01285714285714;3.01285714285714;0;0;0;2;2;0;0;0;0
M;34;55;1;0;11;0;0;0;590.410357142857;0;2165.82285714286;0;0;0;619.927142857143;619.927142857143;2;2;607.75;607.75;107.142857142857;0;138.714285714286;6;6;1;0;3;0
F;50;108;1;0;0;0;0;0;1202.235;0;0;0;0;0;1183.39571428571;1183.39571428571;5;5;1117.88214285714;1117.88214285714;535.714285714286;0;363.892857142857;7;7;2;0;2;1
M;33;31;1;1;0;0;0;0;8826.64428571429;9129.4875;0;0;0;0;775.287142857143;703.009285714286;4;2;988.126428571429;988.126428571429;475;438.876428571429;71.4285714285714;23;23;5;13;1;0
F;44;13;1;1;0;0;0;0;128.388214285714;0;0;0;0;0;838.669285714286;731.430357142857;7;5;716.143214285714;573.286071428571;78.5714285714286;117.464642857143;375.821428571429;21;20;4;9;6;0
M;38;103;1;0;1;0;0;0;1077.34607142857;0;0;0;0;0;385.052142857143;385.052142857143;3;3;405.75;405.75;392.857142857143;0;10.7142857142857;6;6;3;0;1;0
F;83;126;1;0;0;1;1;1;5292.17928571429;0;0;0;1529.05892857143;2906.98178571429;938.591071428571;880.9;7;2;642.75;635.107142857143;500;0;16.0714285714286;10;5;1;0;1;0
F;51;36;1;2;0;0;0;0;13436.1642857143;8.71071428571429;0;0;0;0;2867.80678571429;2857.15321428571;3;2;2395.30857142857;2395.30857142857;0;475.13;1920.07142857143;39;39;0;27;11;0
F;58;9;1;2;3;0;0;0;0;8036.43071428571;424.186428571429;0;0;0;1944.04678571429;1942.90142857143;5;4;3461.06607142857;1471.15535714286;0;81.7267857142857;313.25;13;11;0;4;5;1
M;37;80;1;0;0;0;0;0;1.40821428571429;0;0;0;0;0;413.43;413.43;3;3;408.321428571429;408.321428571429;196.428571428571;0;209.714285714286;3;3;1;0;1;1
F;6;66;1;0;2;0;0;0;17.6257142857143;0;0;0;0;0;402.866785714286;402.866785714286;2;2;348.142857142857;348.142857142857;196.428571428571;0;149.107142857143;5;5;1;0;3;0
F;68;42;1;0;0;0;0;0;1693.17642857143;0;0;0;0;0;0.0025;0.0025;1;1;934.358214285714;934.358214285714;285.714285714286;643.107142857143;0;9;9;2;4;0;0
F;29;33;1;0;0;1;0;2;83.0564285714286;0;0;0;0;337.747142857143;2256.24178571429;1475.58321428571;20;16;2208.91607142857;1475.58321428571;421.428571428571;0;160.428571428571;30;15;4;0;2;0
M;40;151;2;2;1;1;0;1;116.173571428571;3774.25392857143;579084.107857143;0;0;277.086428571429;8126.13392857143;3868.27928571429;39;24;8018.56678571429;3906.68071428571;342.857142857143;203.726785714286;1166.0475;57;27;2;5;10;1
M;33;152;2;1;1;0;0;0;0;10977.9267857143;11162.4396428571;0;0;0;393.067857142857;392.894285714286;4;3;339.425714285714;339.425714285714;0;0;334.747142857143;9;9;0;0;8;0
F;5;22;1;0;0;0;0;0;484.564642857143;0;0;0;0;0;1864.1025;1864.1025;8;8;1372.87;1372.87;96.4285714285714;492.691428571429;780.178571428572;36;36;3;20;10;1
M;75;22;1;2;2;0;0;0;323.677142857143;37651.5;69073.4921428571;0;0;0;64.5689285714286;63.2564285714286;3;2;346.567857142857;346.567857142857;0;343.175;0;25;25;0;24;0;0
F;30;88;1;0;0;0;0;0;870.151428571429;0;0;0;0;0;824.408571428571;824.408571428571;3;3;1127.25;1127.25;892.857142857143;231.357142857143;0;15;15;7;2;0;0
M;26;2;1;0;6;0;0;0;16.4292857142857;0;2503.26035714286;0;0;0;117.84;117.84;2;2;6.25142857142857;6.25142857142857;0;0;0;2;2;0;0;0;0
M;30;122;1;0;0;1;0;0;4.02714285714286;0;0;0;0;0;1691.19;1691.19;5;5;1286.82285714286;1286.82285714286;214.285714285714;548.082857142857;521.061428571429;39;39;3;27;8;1
M;84;151;1;0;0;0;0;0;9.3025;0;0;0;0;0;920.805714285714;920.805714285714;2;2;1475.09071428571;1475.09071428571;0;0;0;2;2;0;0;0;1
F;63;20;1;1;0;0;0;0;20.6492857142857;4004.67428571429;0;0;0;0;945.444642857143;944.678928571429;5;4;1014.43214285714;1014.43214285714;0;58.7178571428571;941.607142857143;8;8;0;1;5;0
F;68;26;1;0;1;0;0;0;528.579642857143;0;12768.2135714286;0;0;0;0.000357142857142857;0.000357142857142857;1;1;0;0;0;0;0;0;0;0;0;0;0
M;35;75;1;0;1;1;0;0;660.981785714286;0;0;0;0;0;0.0232142857142857;0.0232142857142857;1;1;1613.92714285714;1613.92714285714;1142.85714285714;393.105714285714;74.4285714285714;16;16;2;7;3;0
F;44;24;1;0;0;0;0;0;28.5714285714286;0;0;0;0;0;0.000714285714285714;0.000714285714285714;1;1;305.575;305.575;57.1428571428572;211.289285714286;35.7142857142857;9;9;3;4;1;1
M;47;25;1;1;3;0;0;0;7.09357142857143;2645.54571428571;11587.9103571429;0;0;0;3399.97214285714;3398.14821428571;6;5;6050.26285714286;3728.83428571429;250;275.757857142857;3201.64785714286;29;28;6;9;12;0
M;70;130;2;1;0;0;0;0;0;12053.1764285714;0;0;0;0;178.573571428571;178.573571428571;2;2;108.753571428571;108.753571428571;0;0;0;3;3;0;0;0;0
M;57;147;1;0;0;1;0;0;0.6175;0;0;354.96;0;0;1001.29892857143;1001.29892857143;16;16;1577.325;1577.325;928.571428571429;245.646428571429;399.607142857143;24;24;4;9;10;0
F;37;59;1;0;0;0;0;0;0;0;0;0;0;0;356.036428571429;356.036428571429;3;3;359.107142857143;359.107142857143;357.142857142857;0;0;3;3;2;0;0;0
M;48;85;1;1;18;0;0;0;608.579285714286;55.5303571428572;0;0;0;0;0.871785714285714;0.0403571428571429;2;1;10982.1428571429;10982.1428571429;0;0;0;4;4;0;0;0;0
M;30;157;1;0;0;0;0;1;16.6239285714286;0;0;0;0;3295.80714285714;1156.06964285714;1053.53785714286;4;3;1444.08964285714;1434.58964285714;857.142857142857;372.268214285714;44.6428571428571;30;28;3;20;2;0
F;48;107;1;0;0;1;0;1;542.171428571429;0;0;0;0;930.357142857143;926.098928571429;832.378214285714;4;3;905.175;903.067857142857;114.285714285714;184.532142857143;483.178571428571;13;12;4;2;4;0
M;29;175;1;0;0;0;0;0;6302.06785714286;0;0;0;0;0;0.00285714285714286;0.00285714285714286;1;1;2.5;2.5;0;0;0;2;2;0;0;0;0
F;46;7;1;1;1;0;0;0;2498.93214285714;3639.59464285714;308.882142857143;0;0;0;1237.54857142857;1222.44892857143;4;3;403.178571428571;403.178571428571;17.8571428571429;0;384.678571428571;11;11;1;0;9;0
M;42;150;1;0;0;0;0;0;4523.64678571429;0;0;0;0;0;1107.14428571429;1107.14428571429;3;3;1210.81035714286;1210.81035714286;0;210.746428571429;217.678571428571;12;12;0;6;2;0
M;34;181;1;0;0;0;1;2;325.124285714286;0;0;0;2.25;3816.97964285714;918.703928571428;826.289285714286;5;2;386.058214285714;377.129642857143;0;168.486785714286;46.4285714285714;12;9;0;5;2;0
M;77;61;3;1;0;0;0;0;1054.23714285714;8.15892857142857;0;0;0;0;2121.82607142857;2116.46571428571;4;3;985.971785714286;985.971785714286;603.571428571429;212.294642857143;149.177142857143;28;28;5;16;6;0
F;69;225;1;1;1;1;0;0;300.775357142857;65263.0442857143;0;134.334642857143;0;0;676.370714285714;601.433928571429;5;3;690.055714285714;690.055714285714;0;293.841428571429;210.857142857143;22;22;0;15;4;0
F;49;9;1;1;0;0;0;0;13177.1532142857;725.631428571429;0;0;0;0;3214.31607142857;3214.31607142857;2;2;3481.53107142857;3481.53107142857;0;1800.72035714286;230.821428571429;52;52;0;44;5;0
F;57;1;1;1;1;0;0;0;337.682142857143;1716.29107142857;526.778571428571;0;0;0;803.965;803.955357142857;4;3;9.6375;9.6375;0;0;0;3;3;0;0;0;0
M;32;152;1;0;0;0;0;0;28.5714285714286;0;0;0;0;0;395.143571428571;395.143571428571;2;2;431;431;428.571428571429;0;0;3;3;2;0;0;0
F;30;108;1;0;1;1;1;0;0;0;62103.2685714286;0;0;0;1610.24357142857;1504.47392857143;18;13;1689.40357142857;1478.895;196.428571428571;174.493571428571;107.142857142857;43;32;6;17;1;0
M;57;50;1;0;0;1;1;0;49.1935714285714;0;0;0;0.464285714285714;0;1755.28178571429;1750.40428571429;9;6;1474.32142857143;1455.03571428571;607.142857142857;17.8571428571429;843.25;26;23;4;1;17;0
M;47;111;1;0;1;0;0;0;1440.0525;0;0;0;0;0;788.003928571429;788.003928571429;3;3;1018.80214285714;1018.80214285714;0;0;1016.51642857143;6;6;0;0;5;1
F;27;129;2;0;0;0;0;0;920.676785714286;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;1
M;56;176;1;0;0;0;0;0;686.439642857143;0;0;0;0;0;107.716785714286;107.716785714286;2;2;80.9285714285714;80.9285714285714;0;0;78.75;2;2;0;0;1;0
M;24;181;1;0;0;1;0;0;54.4821428571429;0;0;0;0;0;414.825;414.825;4;4;781.5925;781.5925;107.142857142857;338.075;335.624642857143;20;20;1;13;5;0
F;67;86;1;0;0;0;1;0;14.7121428571429;0;0;0;0;0;336.908571428571;335.73;6;4;1380.31035714286;1377.95321428571;71.4285714285714;642.857142857143;236.249642857143;13;9;2;1;3;0
F;31;37;1;0;0;0;0;0;459.590714285714;0;0;0;0;0;0;0;0;0;0.893928571428572;0.893928571428572;0;0;0;1;1;0;0;0;0
M;21;52;1;1;2;1;1;0;224.071785714286;5.00035714285714;12033.3957142857;558.709285714286;0;0;17891.3946428571;9564.71428571429;12;3;16854.9635714286;4686.85035714286;357.142857142857;639.731071428572;1278.80714285714;61;29;4;23;15;0
M;34;23;1;0;0;0;1;0;49.7567857142857;0;0;0;0;0;409.749285714286;407.362857142857;6;2;1960.14285714286;1957.78571428571;1857.14285714286;95.6428571428571;0;17;13;6;4;0;0
F;24;14;1;0;0;0;0;0;146.853928571429;0;0;0;0;0;107.146428571429;107.146428571429;2;2;205.579642857143;205.579642857143;189.809642857143;0;0;9;9;4;0;0;0
F;49;44;1;0;0;0;0;0;43.5232142857143;0;0;0;0;0;1392.40285714286;1392.40285714286;3;3;1226.34535714286;1226.34535714286;0;0;121.928571428571;6;6;0;0;1;0
M;35;150;1;0;1;0;0;0;49.0575;0;1171.07142857143;0;0;0;800.650714285714;800.650714285714;5;5;316.692857142857;316.692857142857;250;52.6214285714286;10.6785714285714;5;5;2;1;1;0
F;5;62;1;0;1;0;0;0;660.111428571429;0;14777.4171428571;0;0;0;0.000357142857142857;0.000357142857142857;1;1;0;0;0;0;0;0;0;0;0;0;0
F;61;171;1;0;0;0;0;0;983.373928571429;0;0;0;0;0;420.758928571429;420.758928571429;2;2;367.142857142857;367.142857142857;0;0;363.535714285714;9;9;0;0;8;0
M;8;25;1;0;0;0;0;0;660.247857142857;0;0;0;0;0;70.2864285714286;70.2864285714286;3;3;23.2142857142857;23.2142857142857;0;0;16.0714285714286;2;2;0;0;1;0
M;12;150;1;0;0;0;0;0;359.033214285714;0;0;0;0;0;0.00714285714285714;0.00714285714285714;1;1;8.92678571428571;8.92678571428571;0;0;0;2;2;0;0;0;0
M;26;9;1;0;0;0;0;0;169.969642857143;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;0;0;0;0;0;0;0;0;0;0;0
M;26;151;1;0;0;1;1;2;21.9367857142857;0;0;0;1.17857142857143;63.8032142857143;2284.4875;1621.39;23;14;3678.24035714286;2135.09642857143;642.857142857143;1120.18571428571;805.357142857143;55;23;7;18;8;0
M;31;26;1;0;0;1;0;0;23.4960714285714;0;0;0;0;0;1095.30321428571;1095.30321428571;2;2;787.892857142857;787.892857142857;785.714285714286;0;0;5;5;3;0;0;1
M;23;26;1;0;0;0;0;0;591.262857142857;0;0;0;0;0;125.275;125.275;2;2;441.464285714286;441.464285714286;214.285714285714;14.2857142857143;203.428571428571;12;12;3;1;5;0
F;36;62;1;0;0;1;0;0;1097.73428571429;0;0;0;0;0;0.000714285714285714;0.000714285714285714;1;1;224.006071428571;224.006071428571;0;93.8632142857143;126.75;5;5;0;2;2;0
M;66;93;1;1;3;0;0;0;352.827857142857;5469.85107142857;833.236785714286;0;0;0;3404.13357142857;545.758928571429;5;3;873.717142857143;873.717142857143;89.2857142857143;462.752857142857;320.428571428571;21;21;2;12;6;0
F;26;152;1;0;0;0;0;0;13775.455;0;0;0;0;0;1967.90071428571;1967.90071428571;2;2;1650.62107142857;1650.62107142857;332.142857142857;174.371071428571;1123.32142857143;29;29;3;11;10;1
F;31;150;1;0;0;0;0;0;107.2625;0;0;0;0;0;20647.7207142857;20647.7207142857;13;13;35196.5664285714;35196.5664285714;0;1745.13714285714;30069.6964285714;64;64;0;31;23;0
F;32;151;1;1;2;1;0;0;3612.05928571429;1628.49071428571;1218.66107142857;0;0;0;11553.4946428571;11537.6460714286;7;4;11369.8617857143;11356.8817857143;0;16.1203571428571;11324.4839285714;17;16;0;1;12;0
M;43;124;1;0;0;0;0;0;50.3410714285714;0;0;0;0;0;362.858214285714;362.858214285714;3;3;362.036428571429;362.036428571429;217.857142857143;50.2864285714286;92.4642857142857;19;19;7;7;4;1
F;26;8;1;0;0;0;0;0;2163.82464285714;0;0;0;0;0;1272.23107142857;1272.23107142857;8;8;1317.64285714286;1317.64285714286;207.142857142857;165.928571428571;941.607142857143;13;13;2;7;2;0
M;37;35;1;0;0;0;0;0;3871.88678571429;0;0;0;0;0;473.541071428571;473.541071428571;2;2;1007.13928571429;1007.13928571429;535.714285714286;178.103571428571;290.821428571429;17;17;2;9;5;0
F;49;64;1;0;0;0;0;0;70.5485714285714;0;0;0;0;0;8.14321428571429;8.14321428571429;2;2;42.4285714285714;42.4285714285714;17.8571428571429;24.5714285714286;0;9;9;2;7;0;1
M;72;179;2;0;0;0;0;0;3024.14535714286;0;0;0;0;0;0.00357142857142857;0.00357142857142857;1;1;107.607142857143;107.607142857143;107.142857142857;0;0;2;2;1;0;0;0
M;36;150;1;1;1;0;0;0;51.9717857142857;19147.4546428571;11207.1732142857;0;0;0;418.050714285714;416.862857142857;3;2;1020.28214285714;1020.28214285714;0;281.032142857143;736.75;14;14;0;8;5;0
F;34;67;1;0;0;0;0;0;236.217857142857;0;0;0;0;0;354.643571428571;354.643571428571;4;4;341.830714285714;341.830714285714;257.142857142857;0;82.1878571428572;7;7;2;0;4;1
F;32;149;1;0;0;1;0;0;2250.30821428571;0;0;0;0;0;203.220714285714;202.701071428571;8;7;1030.39642857143;827.698214285714;0;0;822.928571428571;22;16;0;0;14;0
M;32;151;1;0;0;0;0;0;3641.43214285714;0;0;0;0;0;507.947857142857;507.947857142857;2;2;436.532142857143;436.532142857143;0;61.175;364.821428571429;10;10;0;2;6;0
F;46;150;1;0;0;0;0;0;137.521785714286;0;0;0;0;0;407.681428571429;407.681428571429;4;4;387.678571428571;387.678571428571;357.142857142857;0;0;5;5;1;0;0;0
M;35;22;1;1;0;0;0;0;1024.44428571429;16727.6353571429;0;0;0;0;1394.64928571429;1394.64821428571;5;4;1577.50714285714;1577.50714285714;0;0;1178.57142857143;4;4;0;0;1;1
M;45;149;1;0;0;1;0;0;0;0;0;641.145357142857;0;0;608.755;608.755;3;3;782.646428571429;782.646428571429;178.571428571429;0;251.321428571429;12;12;3;0;4;0
F;22;25;1;1;0;0;0;0;997.966785714286;26797.1192857143;0;0;0;0;478.350357142857;464.838571428571;4;2;542.321428571429;542.321428571429;535.714285714286;0;6.60714285714286;4;4;3;0;1;0
M;23;99;1;0;0;0;0;0;1743.73857142857;0;0;0;0;0;417.558214285714;416.637142857143;3;2;640.262142857143;639.178571428572;535.714285714286;0;101.928571428571;6;5;1;0;2;0
F;19;89;1;1;2;0;0;0;2741.89892857143;1750.5525;563.370714285714;0;0;0;2.15285714285714;0.00392857142857143;2;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;48;251;1;0;0;0;0;0;7.14571428571429;0;0;0;0;0;71.4325;71.4325;2;2;34.1378571428571;34.1378571428571;0;9.13785714285714;25;3;3;0;2;1;0
F;41;52;1;0;0;1;1;1;153.980714285714;0;0;803.790714285714;983.785714285714;9501.47464285714;1153.42107142857;1079.04142857143;15;8;1679.39714285714;1405.47821428571;203.571428571429;26.7857142857143;1038.64285714286;29;18;3;3;5;1
M;33;181;1;0;0;0;0;0;414.729285714286;0;0;0;0;0;357.145714285714;357.145714285714;2;2;132.821428571429;132.821428571429;0;132.821428571429;0;1;1;0;1;0;1
F;23;152;1;0;0;0;0;0;3758.34428571429;0;0;0;0;0;0.00785714285714286;0.00785714285714286;1;1;654.598571428571;654.598571428571;235.714285714286;302.955714285714;113.75;14;14;1;9;3;0
M;37;11;1;0;0;0;0;0;4899.04821428572;0;0;0;0;0;573.861071428572;573.861071428572;2;2;634.845357142857;634.845357142857;0;0;631.4525;2;2;0;0;1;1
M;24;55;1;0;0;0;0;0;50.73;0;0;0;0;0;162.500714285714;162.500714285714;4;4;280.609285714286;280.609285714286;208.506071428571;67.8464285714286;0;18;18;11;5;0;0
M;67;193;1;0;0;0;0;0;778.522142857143;0;0;0;0;0;196.431785714286;196.431785714286;3;3;97.5;97.5;0;0;97.5;5;5;0;0;5;1
M;43;179;1;0;0;0;0;0;54172.8692857143;0;0;0;0;0;0.201785714285714;0.201785714285714;1;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
F;22;30;1;0;0;1;0;0;3.25714285714286;0;0;0;0;0;1353.23678571429;1353.23678571429;4;4;2878.43714285714;2878.43714285714;696.428571428571;644.187142857143;1533.10714285714;40;40;3;20;15;1
M;44;3;1;0;1;0;0;0;2102.50035714286;0;7975.68357142857;0;0;0;14.3003571428571;14.3003571428571;2;2;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
M;28;8;1;0;0;0;0;2;2.6075;0;0;0;0;12567.0257142857;18412.1467857143;6387.82821428571;6;3;20090.5035714286;2230.14642857143;235.714285714286;568.303571428571;425;26;22;3;10;1;0
M;59;180;1;0;1;1;0;0;33.4321428571429;0;13680.2771428571;175.599642857143;0;0;558.931428571429;558.931428571429;2;2;664.535714285714;664.535714285714;178.571428571429;0;485.107142857143;10;10;1;0;8;1
F;44;232;1;1;1;0;0;0;9.055;191.309285714286;0;0;0;0;637.145714285714;635.9525;5;4;1283.07142857143;1283.07142857143;785.714285714286;127.892857142857;369.25;14;14;3;3;7;0
M;37;44;1;0;0;0;0;0;1054.80214285714;0;0;0;0;0;0.00142857142857143;0.00142857142857143;1;1;40.75;40.75;0;0;38.5714285714286;2;2;0;0;1;0
M;29;150;1;0;0;0;0;0;111.870357142857;0;0;0;0;0;1345.57392857143;1345.57392857143;4;4;1324.63892857143;1324.63892857143;821.428571428572;214.388928571429;285.142857142857;20;20;5;4;7;0
F;36;167;2;0;0;0;0;0;2691.99571428571;0;0;0;0;0;309.046071428572;309.046071428572;3;3;302.664285714286;302.664285714286;239.285714285714;63.3785714285714;0;19;19;10;9;0;0
F;26;209;1;0;0;0;0;0;1963.80142857143;0;0;0;0;0;0.0189285714285714;0.0189285714285714;1;1;4.28928571428571;4.28928571428571;0;1.78928571428571;0;3;3;0;1;0;0
F;30;135;1;0;0;1;1;0;341.551428571429;0;0;0;460.089285714286;0;68371.5421428571;66908.9510714286;10;3;64608.3614285714;64178.1853571429;0;425.676071428572;61955.1039285714;45;21;0;20;16;0
M;72;188;1;0;0;1;0;0;2860.80214285714;0;0;0;0;0;1300.83821428571;1300.83821428571;4;4;1368.53571428571;1368.53571428571;1142.85714285714;0;221.642857142857;12;12;3;0;8;0
F;41;217;1;1;1;0;0;0;1897.83607142857;3104.58392857143;3904.85178571429;0;0;0;3469.45214285714;3457.15892857143;8;6;1198.85785714286;1198.85785714286;0;0;1198.85785714286;8;8;0;0;8;1
F;83;24;1;0;26;0;0;0;10594.5225;0;69777.2053571429;0;0;0;2693.3825;2693.3825;6;6;2457.77821428571;2457.77821428571;0;128.814285714286;2286.46428571429;14;14;0;4;4;0
F;26;117;1;2;0;0;0;0;849.197142857143;4113.77035714286;0;0;0;0;1.6575;0.0292857142857143;2;1;1.96428571428571;1.96428571428571;0;0;0;1;1;0;0;0;0
F;22;126;1;1;7;0;0;0;3060.94607142857;7537.40321428572;2116.07142857143;0;0;0;0.186785714285714;0.0107142857142857;2;1;124.388214285714;124.388214285714;0;0;121.8525;6;6;0;0;4;0
M;78;55;1;0;0;1;1;1;1613.84607142857;0;0;0;708.258214285714;3261.69785714286;950.715357142857;907.224642857143;5;3;911.9975;904.354642857143;535.714285714286;44.1046428571429;239.071428571429;29;25;8;4;5;0
F;46;49;1;0;0;1;0;0;2430.97464285714;0;0;0;0;0;957.414285714286;643.403571428571;13;11;977.414285714286;643.403571428571;171.428571428571;0;153.714285714286;21;11;3;0;5;1
M;65;80;1;0;0;0;0;0;361.589642857143;0;0;0;0;0;378.074285714286;378.074285714286;2;2;433.035714285714;433.035714285714;107.142857142857;0;322.642857142857;8;8;1;0;6;0
M;57;33;1;1;2;0;0;0;7.57678571428571;52743.0907142857;0;0;0;0;448.467142857143;448.465;3;2;470.528571428571;470.528571428571;85.7142857142857;221.528571428571;163.285714285714;17;17;2;9;6;0
M;62;151;1;0;0;0;0;0;2181.30214285714;0;0;0;0;0;171.429642857143;171.429642857143;2;2;170.703571428571;170.703571428571;0;0;0;2;2;0;0;0;1
M;40;76;1;2;3;0;0;0;2841.41428571429;27797.9796428571;0;0;0;0;226.261071428571;214.290357142857;3;2;173.928571428571;173.928571428571;0;0;173.5;4;4;0;0;3;0
F;13;150;1;0;0;0;1;0;446.398928571429;0;0;0;1.17857142857143;0;205.968214285714;205.968214285714;2;2;211.804642857143;211.804642857143;21.4285714285714;133.236785714286;56.925;15;15;2;11;1;0
M;43;149;1;0;0;0;0;0;764.689642857143;0;0;0;0;0;0.000357142857142857;0.000357142857142857;1;1;0;0;0;0;0;0;0;0;0;0;1
M;48;154;1;1;1;0;1;0;9830.70535714286;1796.03357142857;1131.90785714286;0;2.35714285714286;0;60.2017857142857;0.0317857142857143;7;1;2.35714285714286;0.928571428571429;0;0;0;4;2;0;0;0;0
M;34;86;1;0;0;0;0;0;1313.16571428571;0;0;0;0;0;35.7146428571429;35.7146428571429;2;2;35.7428571428571;35.7428571428571;7.14285714285714;27.35;0;6;6;1;4;0;0
